t,bbox,ratio,conf,landmark
28.06,True,0.0387,0.957,True
28.09,True,0.0438,0.972,True
28.12,True,0.0446,0.975,True
28.16,True,0.0525,0.96,True
28.19,True,0.0542,0.936,True
28.22,True,0.0611,0.943,True
28.26,True,0.0713,0.925,True
28.29,True,0.0772,0.877,True
28.32,True,0.0897,0.777,False
28.36,True,0.093,0.821,False
28.39,True,0.0952,0.657,False
28.42,True,0.0908,0.584,False
28.46,True,0.1328,0.421,False
28.49,False,0.0,0.0,False
28.52,False,0.0,0.0,False
28.56,False,0.0,0.0,False
28.59,False,0.0,0.0,False
28.62,False,0.0,0.0,False
28.66,False,0.0,0.0,False
28.69,False,0.0,0.0,False
28.72,False,0.0,0.0,False
28.76,False,0.0,0.0,False
28.79,False,0.0,0.0,False
28.82,False,0.0,0.0,False
28.86,False,0.0,0.0,False
28.89,False,0.0,0.0,False
28.92,False,0.0,0.0,False
28.96,False,0.0,0.0,False
28.99,False,0.0,0.0,False
29.02,False,0.0,0.0,False
29.06,False,0.0,0.0,False
29.09,False,0.0,0.0,False
29.12,False,0.0,0.0,False
29.16,False,0.0,0.0,False
29.19,False,0.0,0.0,False
29.22,False,0.0,0.0,False
29.26,False,0.0,0.0,False
29.29,False,0.0,0.0,False
29.32,False,0.0,0.0,False
29.36,False,0.0,0.0,False
29.39,False,0.0,0.0,False
29.42,False,0.0,0.0,False
29.46,False,0.0,0.0,False
29.49,False,0.0,0.0,False
29.52,False,0.0,0.0,False
29.56,False,0.0,0.0,False
29.59,False,0.0,0.0,False
29.62,False,0.0,0.0,False
29.66,False,0.0,0.0,False
29.69,False,0.0,0.0,False
29.72,False,0.0,0.0,False
29.76,False,0.0,0.0,False
29.79,False,0.0,0.0,False
29.82,False,0.0,0.0,False
29.86,False,0.0,0.0,False
29.89,False,0.0,0.0,False
29.92,False,0.0,0.0,False
29.96,False,0.0,0.0,False
29.99,False,0.0,0.0,False
30.02,False,0.0,0.0,False
30.06,False,0.0,0.0,False
30.09,False,0.0,0.0,False
30.12,False,0.0,0.0,False
30.16,False,0.0,0.0,False
30.19,False,0.0,0.0,False
30.22,False,0.0,0.0,False
30.26,False,0.0,0.0,False
30.29,False,0.0,0.0,False
30.32,False,0.0,0.0,False
30.36,False,0.0,0.0,False
30.39,False,0.0,0.0,False
30.42,False,0.0,0.0,False
30.46,False,0.0,0.0,False
30.49,False,0.0,0.0,False
30.52,False,0.0,0.0,False
30.56,False,0.0,0.0,False
30.59,False,0.0,0.0,False
30.62,False,0.0,0.0,False
30.66,False,0.0,0.0,False
30.69,False,0.0,0.0,False
30.72,False,0.0,0.0,False
30.76,False,0.0,0.0,False
30.79,False,0.0,0.0,False
30.82,False,0.0,0.0,False
30.86,False,0.0,0.0,False
30.89,False,0.0,0.0,False
30.92,False,0.0,0.0,False
30.96,False,0.0,0.0,False
30.99,False,0.0,0.0,False
31.02,False,0.0,0.0,False
31.06,False,0.0,0.0,False
31.09,False,0.0,0.0,False
31.12,False,0.0,0.0,False
31.16,False,0.0,0.0,False
31.19,False,0.0,0.0,False
31.22,False,0.0,0.0,False
31.26,False,0.0,0.0,False
31.29,False,0.0,0.0,False
31.32,False,0.0,0.0,False
31.36,False,0.0,0.0,False
31.39,False,0.0,0.0,False
31.42,False,0.0,0.0,False
31.46,False,0.0,0.0,False
31.49,False,0.0,0.0,False
31.52,False,0.0,0.0,False
31.56,False,0.0,0.0,False
31.59,False,0.0,0.0,False
31.62,False,0.0,0.0,False
31.66,False,0.0,0.0,False
31.69,False,0.0,0.0,False
31.72,False,0.0,0.0,False
31.76,False,0.0,0.0,False
31.79,False,0.0,0.0,False
31.82,False,0.0,0.0,False
31.86,False,0.0,0.0,False
31.89,False,0.0,0.0,False
31.92,False,0.0,0.0,False
31.96,False,0.0,0.0,False
31.99,False,0.0,0.0,False
32.02,False,0.0,0.0,False
32.06,False,0.0,0.0,False
32.09,False,0.0,0.0,False
32.12,False,0.0,0.0,False
32.16,False,0.0,0.0,False
32.19,False,0.0,0.0,False
32.22,False,0.0,0.0,False
32.26,False,0.0,0.0,False
32.29,False,0.0,0.0,False
32.32,False,0.0,0.0,False
32.36,False,0.0,0.0,False
32.39,False,0.0,0.0,False
32.42,False,0.0,0.0,False
32.46,False,0.0,0.0,False
32.49,False,0.0,0.0,False
32.52,False,0.0,0.0,False
32.56,False,0.0,0.0,False
32.59,False,0.0,0.0,False
32.62,False,0.0,0.0,False
32.66,False,0.0,0.0,False
32.69,False,0.0,0.0,False
32.72,False,0.0,0.0,False
32.76,False,0.0,0.0,False
32.79,False,0.0,0.0,False
32.82,False,0.0,0.0,False
32.86,False,0.0,0.0,False
32.89,False,0.0,0.0,False
32.92,False,0.0,0.0,False
32.96,False,0.0,0.0,False
32.99,False,0.0,0.0,False
33.02,False,0.0,0.0,False
33.06,False,0.0,0.0,False
33.09,False,0.0,0.0,False
33.12,False,0.0,0.0,False
33.16,False,0.0,0.0,False
33.19,True,0.0762,0.545,False
33.22,True,0.0762,0.598,False
33.26,True,0.0886,0.781,True
33.29,True,0.0908,0.884,True
33.32,True,0.0813,0.871,True
33.36,True,0.0732,0.936,True
33.39,True,0.0675,0.932,True
33.42,True,0.0585,0.949,True
33.46,True,0.0559,0.933,True
33.49,True,0.0492,0.949,True
33.52,True,0.0461,0.962,True
33.56,True,0.0453,0.95,True
33.59,True,0.0438,0.948,True
33.62,True,0.0453,0.939,True
33.66,True,0.0453,0.936,True
33.69,True,0.0438,0.913,True
33.72,True,0.0431,0.909,True
33.76,True,0.0438,0.885,True
33.79,True,0.0438,0.859,True
33.82,True,0.0394,0.879,True
33.86,True,0.0387,0.859,True
33.89,True,0.0401,0.873,True
33.92,True,0.0345,0.9,True
33.96,True,0.0288,0.884,True
33.99,True,0.0319,0.843,True
34.02,True,0.0332,0.793,True
34.06,True,0.0339,0.81,True
34.09,True,0.0313,0.836,True
34.12,True,0.0345,0.819,True
34.16,True,0.0319,0.756,True
34.19,True,0.0306,0.769,True
34.22,True,0.0359,0.76,False
34.26,True,0.0332,0.742,True
34.29,True,0.0345,0.634,False
34.32,True,0.0352,0.504,False
34.36,True,0.0306,0.453,True
34.39,True,0.0339,0.444,False
34.42,True,0.0332,0.48,True
34.46,True,0.0423,0.623,False
34.49,True,0.0373,0.52,False
34.52,False,0.0,0.0,False
34.56,True,0.0352,0.303,False
34.59,False,0.0,0.0,False
34.62,True,0.0276,0.304,True
34.66,False,0.0,0.0,False
34.69,True,0.0319,0.504,True
34.72,True,0.0313,0.475,True
34.76,True,0.0313,0.5,True
34.79,True,0.0319,0.562,True
34.82,True,0.0326,0.552,True
34.86,True,0.0276,0.531,True
34.89,True,0.03,0.559,True
34.92,True,0.0306,0.585,True
34.96,True,0.0313,0.605,True
34.99,True,0.0339,0.521,True
35.02,True,0.0339,0.545,False
35.06,True,0.0332,0.551,False
35.09,True,0.03,0.492,True
35.12,True,0.0288,0.498,True
35.16,True,0.0313,0.44,True
35.19,True,0.0288,0.396,True
35.22,True,0.0288,0.404,True
35.26,True,0.0276,0.383,True
35.29,True,0.0288,0.355,False
35.32,True,0.0252,0.311,True
35.36,True,0.0241,0.315,True
35.39,False,0.0,0.0,False
35.42,True,0.0276,0.338,True
35.46,False,0.0,0.0,False
35.49,False,0.0,0.0,False
35.52,True,0.0241,0.333,True
35.56,True,0.0252,0.315,True
35.59,False,0.0,0.0,False
35.62,True,0.0258,0.335,True
35.66,True,0.023,0.342,True
35.69,False,0.0,0.0,False
35.72,True,0.0282,0.361,True
35.76,True,0.0252,0.303,True
35.79,False,0.0,0.0,False
35.82,False,0.0,0.0,False
35.86,True,0.0246,0.32,True
35.89,True,0.0235,0.331,True
35.92,True,0.0252,0.301,True
35.96,True,0.0246,0.307,True
35.99,True,0.0258,0.309,True
36.02,True,0.0252,0.327,True
36.06,False,0.0,0.0,False
36.09,True,0.0241,0.313,True
36.12,False,0.0,0.0,False
36.16,False,0.0,0.0,False
36.19,False,0.0,0.0,False
36.22,False,0.0,0.0,False
36.26,True,0.0246,0.318,True
36.29,True,0.0246,0.306,True
36.32,False,0.0,0.0,False
36.36,True,0.0235,0.314,True
36.39,False,0.0,0.0,False
36.42,False,0.0,0.0,False
36.46,True,0.0241,0.315,True
36.49,False,0.0,0.0,False
36.52,True,0.023,0.314,True
36.56,True,0.0241,0.312,True
36.59,True,0.0241,0.312,True
36.62,False,0.0,0.0,False
36.66,False,0.0,0.0,False
36.69,True,0.0252,0.333,True
36.72,True,0.0252,0.308,True
36.76,True,0.0241,0.316,True
36.79,True,0.0241,0.322,True
36.82,True,0.0252,0.327,True
36.86,True,0.0276,0.385,True
36.89,True,0.0264,0.347,True
36.92,True,0.0252,0.34,True
36.96,True,0.0276,0.357,True
36.99,True,0.0264,0.342,True
37.02,True,0.0258,0.356,True
37.06,True,0.0276,0.416,True
37.09,True,0.0288,0.381,True
37.12,True,0.0241,0.327,True
37.16,True,0.0294,0.37,False
37.19,True,0.0246,0.309,True
37.22,True,0.027,0.367,True
37.26,True,0.0288,0.382,True
37.29,True,0.027,0.355,True
37.32,True,0.0282,0.361,True
37.36,True,0.0282,0.385,True
37.39,True,0.0252,0.337,True
37.42,True,0.0258,0.361,True
37.46,True,0.0252,0.329,True
37.49,True,0.0276,0.364,True
37.52,True,0.0282,0.403,True
37.56,True,0.0264,0.378,True
37.59,True,0.0282,0.39,True
37.62,True,0.0258,0.374,True
37.66,True,0.0294,0.394,True
37.69,True,0.0282,0.372,True
37.72,True,0.0276,0.367,True
37.76,True,0.0306,0.351,True
37.79,True,0.0282,0.374,True
37.82,True,0.0282,0.338,True
37.86,True,0.03,0.392,False
37.89,True,0.03,0.392,True
37.92,True,0.0288,0.341,True
37.96,True,0.0288,0.333,True
37.99,True,0.03,0.378,True
38.02,True,0.0294,0.327,True
38.06,True,0.027,0.304,True
38.09,True,0.0313,0.333,False
38.12,False,0.0,0.0,False
38.16,False,0.0,0.0,False
38.19,True,0.0276,0.333,True
38.22,False,0.0,0.0,False
38.26,True,0.0288,0.32,True
38.29,False,0.0,0.0,False
38.32,True,0.0326,0.342,False
38.36,True,0.03,0.434,False
38.39,True,0.0326,0.352,True
38.42,True,0.0319,0.401,True
38.46,True,0.038,0.515,True
38.49,True,0.0332,0.45,True
38.52,True,0.0373,0.534,True
38.56,True,0.0359,0.57,True
38.59,True,0.0401,0.629,False
38.62,True,0.0394,0.552,True
38.66,True,0.0345,0.657,True
38.69,True,0.0319,0.649,True
38.72,True,0.0345,0.699,True
38.76,True,0.0326,0.825,True
38.79,True,0.0326,0.889,True
38.82,True,0.0352,0.856,True
38.86,True,0.0339,0.88,True
38.89,True,0.0319,0.902,True
38.92,True,0.0319,0.919,True
38.96,True,0.0326,0.942,True
38.99,True,0.0339,0.947,True
39.02,True,0.0352,0.954,True
39.06,True,0.0366,0.963,True
39.09,True,0.0408,0.958,True
39.12,True,0.0431,0.949,True
39.16,True,0.0469,0.903,True
39.19,True,0.0485,0.92,True
39.22,True,0.0542,0.93,True
39.26,True,0.0593,0.85,False
39.29,True,0.0666,0.672,False
39.32,True,0.0525,0.7,False
39.36,True,0.0713,0.436,False
39.39,False,0.0,0.0,False
39.42,False,0.0,0.0,False
39.46,False,0.0,0.0,False
39.49,False,0.0,0.0,False
39.52,False,0.0,0.0,False
39.56,False,0.0,0.0,False
39.59,False,0.0,0.0,False
39.62,False,0.0,0.0,False
39.66,False,0.0,0.0,False
39.69,False,0.0,0.0,False
39.72,False,0.0,0.0,False
39.76,False,0.0,0.0,False
39.79,False,0.0,0.0,False
39.82,False,0.0,0.0,False
39.86,False,0.0,0.0,False
39.89,False,0.0,0.0,False
39.92,False,0.0,0.0,False
39.96,False,0.0,0.0,False
39.99,False,0.0,0.0,False
40.02,False,0.0,0.0,False
40.06,False,0.0,0.0,False
40.09,False,0.0,0.0,False
40.12,False,0.0,0.0,False
40.16,False,0.0,0.0,False
40.19,False,0.0,0.0,False
40.22,False,0.0,0.0,False
40.26,False,0.0,0.0,False
40.29,False,0.0,0.0,False
40.32,False,0.0,0.0,False
40.36,False,0.0,0.0,False
40.39,False,0.0,0.0,False
40.42,False,0.0,0.0,False
40.46,False,0.0,0.0,False
40.49,False,0.0,0.0,False
40.52,False,0.0,0.0,False
40.56,False,0.0,0.0,False
40.59,False,0.0,0.0,False
40.62,False,0.0,0.0,False
40.66,False,0.0,0.0,False
40.69,False,0.0,0.0,False
40.72,False,0.0,0.0,False
40.76,False,0.0,0.0,False
40.79,False,0.0,0.0,False
40.82,False,0.0,0.0,False
40.86,False,0.0,0.0,False
40.89,False,0.0,0.0,False
40.92,False,0.0,0.0,False
40.96,False,0.0,0.0,False
40.99,False,0.0,0.0,False
41.02,False,0.0,0.0,False
41.06,False,0.0,0.0,False
41.09,False,0.0,0.0,False
41.12,False,0.0,0.0,False
41.16,False,0.0,0.0,False
41.19,False,0.0,0.0,False
41.22,False,0.0,0.0,False
41.26,False,0.0,0.0,False
41.29,False,0.0,0.0,False
41.32,False,0.0,0.0,False
41.36,False,0.0,0.0,False
41.39,False,0.0,0.0,False
41.42,False,0.0,0.0,False
41.46,False,0.0,0.0,False
41.49,False,0.0,0.0,False
41.52,False,0.0,0.0,False
41.56,False,0.0,0.0,False
41.59,False,0.0,0.0,False
41.62,False,0.0,0.0,False
41.66,False,0.0,0.0,False
41.69,False,0.0,0.0,False
41.72,False,0.0,0.0,False
41.76,False,0.0,0.0,False
41.79,False,0.0,0.0,False
41.82,False,0.0,0.0,False
41.86,False,0.0,0.0,False
41.89,False,0.0,0.0,False
41.92,False,0.0,0.0,False
41.96,False,0.0,0.0,False
41.99,False,0.0,0.0,False
42.02,False,0.0,0.0,False
42.06,False,0.0,0.0,False
42.09,False,0.0,0.0,False
42.12,False,0.0,0.0,False
42.16,False,0.0,0.0,False
42.19,False,0.0,0.0,False
42.22,False,0.0,0.0,False
42.26,False,0.0,0.0,False
42.29,False,0.0,0.0,False
42.32,False,0.0,0.0,False
42.36,False,0.0,0.0,False
42.39,False,0.0,0.0,False
42.42,False,0.0,0.0,False
42.46,False,0.0,0.0,False
42.49,False,0.0,0.0,False
42.52,False,0.0,0.0,False
42.56,False,0.0,0.0,False
42.59,False,0.0,0.0,False
42.62,False,0.0,0.0,False
42.66,False,0.0,0.0,False
42.69,False,0.0,0.0,False
42.72,False,0.0,0.0,False
42.76,False,0.0,0.0,False
42.79,False,0.0,0.0,False
42.82,False,0.0,0.0,False
42.86,False,0.0,0.0,False
42.89,False,0.0,0.0,False
42.92,False,0.0,0.0,False
42.96,False,0.0,0.0,False
42.99,False,0.0,0.0,False
43.02,False,0.0,0.0,False
43.06,False,0.0,0.0,False
43.09,False,0.0,0.0,False
43.12,False,0.0,0.0,False
43.16,False,0.0,0.0,False
43.19,False,0.0,0.0,False
43.22,True,0.0638,0.739,False
43.26,True,0.0782,0.762,False
43.29,True,0.0723,0.89,True
43.32,True,0.0656,0.865,True
43.36,True,0.0585,0.93,True
43.39,True,0.0567,0.931,True
43.42,True,0.0501,0.951,True
43.46,True,0.0477,0.923,True
43.49,True,0.0423,0.909,True
43.52,True,0.0438,0.886,True
43.56,True,0.0446,0.885,True
43.59,True,0.0492,0.822,True
43.62,True,0.0423,0.86,True
43.66,True,0.0461,0.803,True
43.69,True,0.0477,0.827,True
43.72,True,0.0416,0.838,True
43.76,True,0.0401,0.833,True
43.79,True,0.0373,0.833,True
43.82,True,0.0359,0.804,True
43.86,True,0.0366,0.835,True
43.89,True,0.0345,0.791,True
43.92,True,0.0326,0.816,True
43.96,True,0.0326,0.864,True
43.99,True,0.0332,0.76,True
44.02,True,0.0339,0.705,True
44.06,True,0.0319,0.758,True
44.09,True,0.0319,0.636,True
44.12,True,0.0326,0.629,True
44.16,True,0.03,0.471,True
44.19,True,0.0282,0.704,True
44.22,True,0.0319,0.469,True
44.26,True,0.0276,0.46,True
44.29,True,0.03,0.559,True
44.32,True,0.03,0.415,True
44.36,True,0.0294,0.357,True
44.39,False,0.0,0.0,False
44.42,False,0.0,0.0,False
44.46,False,0.0,0.0,False
44.49,False,0.0,0.0,False
44.52,False,0.0,0.0,False
44.56,False,0.0,0.0,False
44.59,False,0.0,0.0,False
44.62,False,0.0,0.0,False
44.66,False,0.0,0.0,False
44.69,False,0.0,0.0,False
44.72,False,0.0,0.0,False
44.76,False,0.0,0.0,False
44.79,False,0.0,0.0,False
44.82,True,0.0264,0.318,True
44.86,True,0.0252,0.378,True
44.89,True,0.0252,0.333,True
44.92,False,0.0,0.0,False
44.96,False,0.0,0.0,False
44.99,False,0.0,0.0,False
45.02,False,0.0,0.0,False
45.06,True,0.0319,0.352,True
45.09,True,0.0339,0.42,True
45.12,True,0.0339,0.364,True
45.16,True,0.0313,0.431,True
45.19,True,0.0339,0.467,True
45.22,True,0.0306,0.407,True
45.26,True,0.0288,0.458,True
45.29,True,0.0319,0.524,True
45.32,True,0.0306,0.656,True
45.36,True,0.0339,0.675,True
45.39,True,0.0373,0.796,True
45.42,True,0.0332,0.834,True
45.46,True,0.0319,0.84,False
45.49,True,0.0326,0.794,False
45.52,True,0.0352,0.753,False
45.56,True,0.0339,0.836,False
45.59,True,0.0345,0.865,True
45.62,True,0.0394,0.788,True
45.66,True,0.0332,0.845,True
45.69,True,0.038,0.855,False
45.72,True,0.0373,0.801,True
45.75,True,0.0387,0.783,True
45.79,True,0.0345,0.757,True
45.82,True,0.0394,0.736,True
45.86,True,0.0408,0.789,True
45.89,True,0.0492,0.59,True
45.92,True,0.0352,0.677,True
45.96,True,0.0332,0.591,True
45.99,True,0.0352,0.569,True
46.02,True,0.0339,0.637,True
46.06,True,0.0332,0.566,True
46.09,True,0.0306,0.643,True
46.12,True,0.03,0.706,True
46.16,True,0.0339,0.762,True
46.19,True,0.0306,0.76,True
46.22,True,0.0313,0.732,True
46.26,True,0.0352,0.71,True
46.29,True,0.0387,0.605,False
46.32,True,0.0352,0.643,False
46.36,True,0.0359,0.645,False
46.39,True,0.0319,0.672,False
46.42,True,0.0319,0.587,False
46.46,True,0.0306,0.615,False
46.49,True,0.0306,0.621,False
46.52,True,0.0319,0.68,False
46.56,True,0.0313,0.594,False
46.59,True,0.0352,0.51,False
46.62,True,0.0359,0.401,False
46.66,True,0.0345,0.425,False
46.69,True,0.0306,0.505,False
46.72,True,0.0332,0.437,False
46.76,True,0.0306,0.463,False
46.79,True,0.0345,0.427,False
46.82,True,0.0366,0.604,False
46.86,True,0.0326,0.651,False
46.89,True,0.0387,0.773,False
46.92,True,0.0352,0.745,False
46.96,True,0.0401,0.731,False
46.99,True,0.0394,0.802,False
47.02,True,0.0352,0.782,True
47.06,True,0.0345,0.775,False
47.09,True,0.0394,0.785,False
47.12,True,0.0408,0.788,False
47.15,True,0.0387,0.779,False
47.19,True,0.0401,0.797,False
47.22,True,0.0373,0.793,False
47.26,True,0.0387,0.771,False
47.29,True,0.0366,0.799,False
47.32,True,0.0373,0.799,False
47.36,True,0.0394,0.756,False
47.39,True,0.0394,0.729,False
47.42,True,0.0438,0.661,False
47.46,True,0.0366,0.652,False
47.49,True,0.0416,0.677,False
47.52,True,0.0359,0.767,False
47.56,True,0.0408,0.701,False
47.59,True,0.0401,0.493,False
47.62,True,0.0772,0.323,False
47.66,False,0.0,0.0,False
47.69,False,0.0,0.0,False
47.72,False,0.0,0.0,False
47.76,True,0.0453,0.389,False
47.79,True,0.0492,0.545,False
47.82,True,0.0469,0.436,False
47.86,True,0.0423,0.388,False
47.89,True,0.0394,0.432,False
47.92,False,0.0,0.0,False
47.96,False,0.0,0.0,False
47.99,True,0.0359,0.302,False
48.02,False,0.0,0.0,False
48.06,False,0.0,0.0,False
48.09,False,0.0,0.0,False
48.12,False,0.0,0.0,False
48.16,False,0.0,0.0,False
48.19,False,0.0,0.0,False
48.22,False,0.0,0.0,False
48.26,False,0.0,0.0,False
48.29,False,0.0,0.0,False
48.32,False,0.0,0.0,False
48.36,False,0.0,0.0,False
48.39,True,0.0387,0.304,False
48.42,False,0.0,0.0,False
48.46,False,0.0,0.0,False
48.49,False,0.0,0.0,False
48.52,False,0.0,0.0,False
48.56,False,0.0,0.0,False
48.59,False,0.0,0.0,False
48.62,False,0.0,0.0,False
48.66,False,0.0,0.0,False
48.69,False,0.0,0.0,False
48.72,False,0.0,0.0,False
48.76,False,0.0,0.0,False
48.79,False,0.0,0.0,False
48.82,False,0.0,0.0,False
48.86,False,0.0,0.0,False
48.89,False,0.0,0.0,False
48.92,False,0.0,0.0,False
48.96,False,0.0,0.0,False
48.99,False,0.0,0.0,False
49.02,False,0.0,0.0,False
49.06,False,0.0,0.0,False
49.09,False,0.0,0.0,False
49.12,False,0.0,0.0,False
49.16,False,0.0,0.0,False
49.19,False,0.0,0.0,False
49.22,False,0.0,0.0,False
49.26,False,0.0,0.0,False
49.29,False,0.0,0.0,False
49.32,False,0.0,0.0,False
49.36,False,0.0,0.0,False
49.39,False,0.0,0.0,False
49.42,False,0.0,0.0,False
49.46,False,0.0,0.0,False
49.49,False,0.0,0.0,False
49.52,False,0.0,0.0,False
49.56,False,0.0,0.0,False
49.59,False,0.0,0.0,False
49.62,False,0.0,0.0,False
49.66,False,0.0,0.0,False
49.69,False,0.0,0.0,False
49.72,False,0.0,0.0,False
49.76,False,0.0,0.0,False
49.79,False,0.0,0.0,False
49.82,False,0.0,0.0,False
49.86,False,0.0,0.0,False
49.89,False,0.0,0.0,False
49.92,False,0.0,0.0,False
49.96,False,0.0,0.0,False
49.99,False,0.0,0.0,False
50.02,False,0.0,0.0,False
50.06,False,0.0,0.0,False
50.09,False,0.0,0.0,False
50.12,False,0.0,0.0,False
50.16,False,0.0,0.0,False
50.19,False,0.0,0.0,False
50.22,False,0.0,0.0,False
50.26,False,0.0,0.0,False
50.29,False,0.0,0.0,False
50.32,False,0.0,0.0,False
50.36,False,0.0,0.0,False
50.39,False,0.0,0.0,False
50.42,False,0.0,0.0,False
50.46,False,0.0,0.0,False
50.49,False,0.0,0.0,False
50.52,False,0.0,0.0,False
50.56,False,0.0,0.0,False
50.59,False,0.0,0.0,False
50.62,False,0.0,0.0,False
50.66,False,0.0,0.0,False
50.69,False,0.0,0.0,False
50.72,False,0.0,0.0,False
50.76,False,0.0,0.0,False
50.79,False,0.0,0.0,False
50.82,False,0.0,0.0,False
50.86,False,0.0,0.0,False
50.89,False,0.0,0.0,False
50.92,False,0.0,0.0,False
50.96,False,0.0,0.0,False
50.99,False,0.0,0.0,False
51.02,False,0.0,0.0,False
51.06,False,0.0,0.0,False
51.09,False,0.0,0.0,False
51.12,False,0.0,0.0,False
51.16,False,0.0,0.0,False
51.19,False,0.0,0.0,False
51.22,False,0.0,0.0,False
51.26,False,0.0,0.0,False
51.29,False,0.0,0.0,False
51.32,False,0.0,0.0,False
51.36,False,0.0,0.0,False
51.39,False,0.0,0.0,False
51.42,False,0.0,0.0,False
51.46,False,0.0,0.0,False
51.49,False,0.0,0.0,False
51.52,False,0.0,0.0,False
51.56,False,0.0,0.0,False
51.59,False,0.0,0.0,False
51.62,False,0.0,0.0,False
51.66,False,0.0,0.0,False
51.69,False,0.0,0.0,False
51.72,False,0.0,0.0,False
51.76,False,0.0,0.0,False
51.79,False,0.0,0.0,False
51.82,False,0.0,0.0,False
51.86,False,0.0,0.0,False
51.89,False,0.0,0.0,False
51.92,True,0.0387,0.313,False
51.96,True,0.0416,0.32,False
51.99,False,0.0,0.0,False
52.02,False,0.0,0.0,False
52.06,False,0.0,0.0,False
52.09,False,0.0,0.0,False
52.12,False,0.0,0.0,False
52.16,False,0.0,0.0,False
52.19,False,0.0,0.0,False
52.22,False,0.0,0.0,False
52.26,True,0.038,0.315,False
52.29,True,0.0366,0.342,False
52.32,False,0.0,0.0,False
52.36,False,0.0,0.0,False
52.39,False,0.0,0.0,False
52.42,True,0.038,0.338,False
52.46,False,0.0,0.0,False
52.49,True,0.0431,0.316,False
52.52,False,0.0,0.0,False
52.56,False,0.0,0.0,False
52.59,False,0.0,0.0,False
52.62,False,0.0,0.0,False
52.66,True,0.0401,0.303,False
52.69,True,0.0394,0.375,False
52.72,True,0.0366,0.329,False
52.76,True,0.0306,0.307,False
52.79,True,0.0394,0.369,False
52.82,True,0.0366,0.328,False
52.86,True,0.0438,0.304,False
52.89,False,0.0,0.0,False
52.92,False,0.0,0.0,False
52.96,False,0.0,0.0,False
52.99,False,0.0,0.0,False
53.02,False,0.0,0.0,False
53.06,False,0.0,0.0,False
53.09,False,0.0,0.0,False
53.12,True,0.0345,0.436,False
53.16,True,0.0366,0.535,False
53.19,True,0.0339,0.724,False
53.22,True,0.0326,0.616,False
53.26,True,0.03,0.608,False
53.29,True,0.0294,0.596,False
53.32,True,0.0294,0.675,False
53.36,True,0.0313,0.707,False
53.39,True,0.0352,0.647,False
53.42,True,0.0339,0.743,False
53.46,True,0.0394,0.627,False
53.49,True,0.0416,0.642,False
53.52,True,0.0438,0.526,False
53.56,True,0.0438,0.467,False
53.59,True,0.0423,0.386,False
53.62,True,0.0387,0.363,False
53.66,True,0.0373,0.43,False
53.69,True,0.0373,0.566,False
53.72,True,0.0345,0.612,False
53.76,True,0.0394,0.636,False
53.79,True,0.038,0.658,False
53.82,True,0.0366,0.75,False
53.86,True,0.0394,0.768,False
53.89,True,0.0401,0.745,False
53.92,True,0.0438,0.709,False
53.96,True,0.0387,0.764,False
53.99,True,0.0408,0.703,False
54.02,True,0.0345,0.684,False
54.06,True,0.0394,0.679,False
54.09,True,0.0438,0.623,False
54.12,True,0.0408,0.674,False
54.16,True,0.0453,0.697,False
54.19,True,0.0401,0.707,False
54.22,True,0.0394,0.782,False
54.26,True,0.0387,0.788,False
54.29,True,0.0373,0.799,False
54.32,True,0.0326,0.762,False
54.36,True,0.0326,0.789,True
54.39,True,0.0319,0.796,True
54.42,True,0.0352,0.867,True
54.46,True,0.0339,0.843,True
54.49,True,0.0339,0.852,True
54.52,True,0.0319,0.88,True
54.56,True,0.0339,0.876,True
54.59,True,0.0332,0.837,True
54.62,True,0.0313,0.824,True
54.66,True,0.0319,0.83,True
54.69,True,0.03,0.809,True
54.72,True,0.0294,0.833,True
54.76,True,0.0294,0.826,True
54.79,True,0.0306,0.848,True
54.82,True,0.0313,0.828,True
54.86,True,0.0306,0.813,True
54.89,True,0.0306,0.806,True
54.92,True,0.0319,0.81,True
54.96,True,0.0313,0.834,True
54.99,True,0.03,0.836,True
55.02,True,0.0319,0.835,True
55.06,True,0.0306,0.817,True
55.09,True,0.0313,0.843,True
55.12,True,0.0313,0.816,True
55.16,True,0.0339,0.832,True
55.19,True,0.0306,0.822,True
55.22,True,0.0319,0.821,True
55.26,True,0.03,0.859,True
55.29,True,0.0306,0.848,True
55.32,True,0.03,0.874,True
55.36,True,0.0294,0.871,True
55.39,True,0.0288,0.863,True
55.42,True,0.0282,0.848,True
55.46,True,0.0282,0.862,True
55.49,True,0.0288,0.872,True
55.52,True,0.0294,0.856,True
55.56,True,0.0294,0.841,True
55.59,True,0.03,0.848,True
55.62,True,0.0306,0.83,True
55.66,True,0.0306,0.833,True
55.69,True,0.0294,0.835,True
55.72,True,0.0288,0.806,True
55.76,True,0.0288,0.807,True
55.79,True,0.0288,0.807,True
55.82,True,0.0294,0.832,True
55.86,True,0.0288,0.824,True
55.89,True,0.0294,0.831,True
55.92,True,0.0288,0.799,True
55.96,True,0.0294,0.788,True
55.99,True,0.0288,0.818,True
56.02,True,0.0288,0.791,True
56.06,True,0.03,0.808,True
56.09,True,0.03,0.802,True
56.12,True,0.0313,0.821,True
56.16,True,0.0288,0.818,True
56.19,True,0.0306,0.822,True
56.22,True,0.0288,0.832,True
56.26,True,0.0294,0.855,True
56.29,True,0.0288,0.847,True
56.32,True,0.0294,0.831,True
56.36,True,0.0294,0.85,True
