t,bbox,ratio,conf,landmark
2.98,True,0.0585,0.314,False
3.01,True,0.0517,0.361,False
3.04,True,0.0602,0.321,False
3.08,True,0.0647,0.333,False
3.11,True,0.0492,0.419,False
3.14,True,0.0567,0.374,False
3.18,True,0.0525,0.339,False
3.21,False,0.0,0.0,False
3.24,True,0.055,0.347,False
3.28,True,0.0593,0.315,False
3.31,True,0.0509,0.374,False
3.34,True,0.0629,0.316,False
3.38,True,0.0559,0.326,False
3.41,True,0.0517,0.354,False
3.44,True,0.0501,0.373,False
3.48,True,0.0501,0.46,False
3.51,True,0.0567,0.325,False
3.54,False,0.0,0.0,False
3.58,True,0.0501,0.39,False
3.61,True,0.0492,0.385,False
3.64,True,0.0525,0.378,False
3.68,False,0.0,0.0,False
3.71,True,0.0509,0.378,False
3.74,True,0.0542,0.407,False
3.78,True,0.0517,0.4,False
3.81,True,0.0525,0.366,False
3.84,False,0.0,0.0,False
3.88,True,0.0517,0.411,False
3.91,True,0.0485,0.402,False
3.94,True,0.0501,0.392,False
3.98,True,0.0509,0.421,False
4.01,True,0.0611,0.319,False
4.04,True,0.0656,0.324,False
4.08,True,0.0525,0.382,False
4.11,True,0.0559,0.354,False
4.14,True,0.062,0.313,False
4.18,True,0.0647,0.329,False
4.21,True,0.0703,0.312,False
4.24,False,0.0,0.0,False
4.28,False,0.0,0.0,False
4.31,False,0.0,0.0,False
4.34,False,0.0,0.0,False
4.38,False,0.0,0.0,False
4.41,False,0.0,0.0,False
4.44,False,0.0,0.0,False
4.48,False,0.0,0.0,False
4.51,True,0.0638,0.302,False
4.54,False,0.0,0.0,False
4.58,False,0.0,0.0,False
4.61,False,0.0,0.0,False
4.64,False,0.0,0.0,False
4.68,False,0.0,0.0,False
4.71,False,0.0,0.0,False
4.74,True,0.0542,0.34,False
4.78,False,0.0,0.0,False
4.81,True,0.0629,0.334,False
4.84,False,0.0,0.0,False
4.88,False,0.0,0.0,False
4.91,False,0.0,0.0,False
4.94,False,0.0,0.0,False
4.98,False,0.0,0.0,False
5.01,False,0.0,0.0,False
5.04,False,0.0,0.0,False
5.08,False,0.0,0.0,False
5.11,False,0.0,0.0,False
5.14,False,0.0,0.0,False
5.18,False,0.0,0.0,False
5.21,False,0.0,0.0,False
5.24,False,0.0,0.0,False
5.28,True,0.0408,0.332,False
5.31,True,0.0394,0.522,False
5.34,True,0.0345,0.479,False
5.38,True,0.0469,0.355,False
5.41,True,0.0332,0.662,False
5.44,True,0.0477,0.455,False
5.48,True,0.0485,0.415,False
5.51,True,0.055,0.484,False
5.54,True,0.0585,0.4,False
5.58,True,0.0593,0.464,False
5.61,True,0.0593,0.51,False
5.64,True,0.0567,0.621,False
5.68,True,0.0542,0.544,False
5.71,True,0.038,0.433,False
5.74,True,0.0585,0.412,False
5.78,True,0.0387,0.511,False
5.81,True,0.0394,0.564,False
5.84,True,0.0438,0.585,False
5.88,True,0.0431,0.621,False
5.91,True,0.0416,0.577,False
5.94,True,0.0469,0.607,False
5.98,True,0.0438,0.722,False
6.01,True,0.0408,0.772,False
6.04,True,0.038,0.811,False
6.08,True,0.0373,0.865,False
6.11,True,0.0394,0.827,False
6.14,True,0.0401,0.808,False
6.18,True,0.0352,0.799,False
6.21,True,0.0345,0.793,True
6.24,True,0.0294,0.75,True
6.28,True,0.0313,0.749,True
6.31,True,0.0339,0.795,True
6.34,True,0.0319,0.776,True
6.38,True,0.0294,0.791,True
6.41,True,0.0294,0.834,True
6.44,True,0.0306,0.877,True
6.48,True,0.0288,0.844,True
6.51,True,0.03,0.829,True
6.54,True,0.0326,0.832,True
6.58,True,0.0319,0.876,True
6.61,True,0.0352,0.842,True
6.64,True,0.0326,0.872,True
6.68,True,0.0319,0.869,True
6.71,True,0.0366,0.87,True
6.74,True,0.0352,0.885,True
6.78,True,0.0352,0.886,True
6.81,True,0.0352,0.874,True
6.84,True,0.0352,0.873,True
6.88,True,0.0345,0.877,True
6.91,True,0.0332,0.877,True
6.94,True,0.0326,0.872,True
6.98,True,0.0345,0.883,True
7.01,True,0.0339,0.883,True
7.04,True,0.0326,0.873,True
7.08,True,0.0326,0.873,True
7.11,True,0.0345,0.878,True
7.14,True,0.0345,0.883,True
7.18,True,0.0339,0.887,True
7.21,True,0.0345,0.874,True
7.24,True,0.0326,0.892,True
7.28,True,0.0332,0.891,True
7.31,True,0.0326,0.886,True
7.34,True,0.0326,0.888,True
7.38,True,0.0326,0.884,True
7.41,True,0.0332,0.877,True
7.44,True,0.0332,0.874,True
7.48,True,0.0345,0.88,True
7.51,True,0.0332,0.879,True
7.54,True,0.0332,0.868,True
7.58,True,0.0326,0.879,True
7.61,True,0.0326,0.881,True
7.64,True,0.0326,0.875,True
7.68,True,0.0326,0.881,True
7.71,True,0.0332,0.873,True
7.74,True,0.0332,0.886,True
7.78,True,0.0332,0.874,True
7.81,True,0.0326,0.875,True
7.84,True,0.0326,0.879,True
7.88,True,0.0339,0.868,True
7.91,True,0.0319,0.88,True
7.94,True,0.0332,0.865,True
7.98,True,0.0319,0.883,True
8.01,True,0.0313,0.878,True
8.04,True,0.0326,0.873,True
8.08,True,0.0306,0.869,True
8.11,True,0.0313,0.866,True
8.14,True,0.0313,0.861,True
8.18,True,0.0319,0.864,True
8.21,True,0.0306,0.859,True
8.24,True,0.03,0.851,True
8.28,True,0.0319,0.853,True
8.31,True,0.0332,0.854,True
8.34,True,0.0313,0.851,True
8.38,True,0.0306,0.826,True
8.41,True,0.0306,0.825,True
8.44,True,0.03,0.827,True
8.48,True,0.0319,0.837,True
8.51,True,0.0306,0.825,True
8.54,True,0.03,0.806,True
8.58,True,0.0306,0.808,True
8.61,True,0.0306,0.814,True
8.64,True,0.03,0.805,True
8.68,True,0.0306,0.814,True
8.71,True,0.03,0.799,True
8.74,True,0.03,0.807,True
8.78,True,0.0313,0.807,True
8.81,True,0.0306,0.817,True
8.84,True,0.0306,0.826,True
8.88,True,0.0313,0.843,True
8.91,True,0.0319,0.838,True
8.94,True,0.0319,0.832,True
8.98,True,0.0326,0.837,True
9.01,True,0.0306,0.843,True
9.04,True,0.0313,0.837,True
9.08,True,0.0326,0.84,True
9.11,True,0.0313,0.822,True
9.14,True,0.0306,0.815,True
9.18,True,0.03,0.842,True
9.21,True,0.0319,0.863,True
9.24,True,0.0332,0.855,True
9.28,True,0.0352,0.822,True
9.31,True,0.0332,0.833,True
9.34,True,0.0319,0.847,True
9.38,True,0.0345,0.805,True
9.41,True,0.038,0.761,True
9.44,True,0.0319,0.724,True
9.48,True,0.0416,0.799,False
9.51,True,0.0387,0.812,False
9.54,True,0.038,0.818,False
9.58,True,0.0438,0.761,False
9.61,True,0.0423,0.661,False
9.64,True,0.0394,0.608,False
9.68,True,0.0517,0.585,False
9.71,True,0.0469,0.443,False
9.74,True,0.0359,0.316,False
9.78,True,0.0477,0.349,False
9.81,True,0.0501,0.419,False
9.84,True,0.0352,0.344,False
9.88,True,0.0332,0.397,False
9.91,True,0.0647,0.416,False
9.94,False,0.0,0.0,False
9.98,False,0.0,0.0,False
10.01,False,0.0,0.0,False
10.04,False,0.0,0.0,False
10.08,False,0.0,0.0,False
10.11,False,0.0,0.0,False
10.14,False,0.0,0.0,False
10.18,False,0.0,0.0,False
10.21,False,0.0,0.0,False
10.24,False,0.0,0.0,False
10.28,False,0.0,0.0,False
10.31,False,0.0,0.0,False
10.34,False,0.0,0.0,False
10.38,False,0.0,0.0,False
10.41,False,0.0,0.0,False
10.44,False,0.0,0.0,False
10.48,False,0.0,0.0,False
10.51,False,0.0,0.0,False
10.54,False,0.0,0.0,False
10.58,False,0.0,0.0,False
10.61,False,0.0,0.0,False
10.64,False,0.0,0.0,False
10.68,False,0.0,0.0,False
10.71,False,0.0,0.0,False
10.74,False,0.0,0.0,False
10.78,False,0.0,0.0,False
10.81,False,0.0,0.0,False
10.84,False,0.0,0.0,False
10.88,False,0.0,0.0,False
10.91,False,0.0,0.0,False
10.94,False,0.0,0.0,False
10.98,False,0.0,0.0,False
11.01,False,0.0,0.0,False
11.04,False,0.0,0.0,False
11.08,True,0.0723,0.314,False
11.11,False,0.0,0.0,False
11.14,False,0.0,0.0,False
11.18,False,0.0,0.0,False
11.21,False,0.0,0.0,False
11.24,False,0.0,0.0,False
11.28,False,0.0,0.0,False
11.31,False,0.0,0.0,False
11.34,True,0.0611,0.349,False
11.38,True,0.0762,0.422,False
11.41,True,0.0813,0.321,False
11.44,True,0.0723,0.41,False
11.48,True,0.0723,0.356,False
11.51,True,0.0908,0.418,False
11.54,True,0.0694,0.343,False
11.58,False,0.0,0.0,False
11.61,False,0.0,0.0,False
11.64,False,0.0,0.0,False
11.68,False,0.0,0.0,False
11.71,False,0.0,0.0,False
11.74,False,0.0,0.0,False
11.78,False,0.0,0.0,False
11.81,False,0.0,0.0,False
11.84,True,0.0611,0.305,False
11.88,False,0.0,0.0,False
11.91,True,0.0602,0.308,False
11.94,False,0.0,0.0,False
11.98,False,0.0,0.0,False
12.01,True,0.0525,0.362,False
12.04,True,0.0542,0.329,False
12.08,True,0.0517,0.333,False
12.11,False,0.0,0.0,False
12.14,False,0.0,0.0,False
12.18,False,0.0,0.0,False
12.21,False,0.0,0.0,False
12.24,False,0.0,0.0,False
12.28,False,0.0,0.0,False
12.31,False,0.0,0.0,False
12.34,False,0.0,0.0,False
12.38,False,0.0,0.0,False
12.41,True,0.0559,0.386,False
12.44,False,0.0,0.0,False
12.48,False,0.0,0.0,False
12.51,False,0.0,0.0,False
12.54,False,0.0,0.0,False
12.58,False,0.0,0.0,False
12.61,False,0.0,0.0,False
12.64,False,0.0,0.0,False
12.68,False,0.0,0.0,False
12.71,False,0.0,0.0,False
12.74,False,0.0,0.0,False
12.78,False,0.0,0.0,False
12.81,False,0.0,0.0,False
12.84,False,0.0,0.0,False
12.88,True,0.0638,0.341,False
12.91,False,0.0,0.0,False
12.94,False,0.0,0.0,False
12.98,False,0.0,0.0,False
13.01,False,0.0,0.0,False
13.04,False,0.0,0.0,False
13.08,False,0.0,0.0,False
13.11,False,0.0,0.0,False
13.14,False,0.0,0.0,False
13.18,False,0.0,0.0,False
13.21,False,0.0,0.0,False
13.24,False,0.0,0.0,False
13.28,False,0.0,0.0,False
13.31,False,0.0,0.0,False
13.34,False,0.0,0.0,False
13.38,False,0.0,0.0,False
13.41,False,0.0,0.0,False
13.44,False,0.0,0.0,False
13.48,False,0.0,0.0,False
13.51,False,0.0,0.0,False
13.54,True,0.062,0.321,False
13.58,True,0.0638,0.4,False
13.61,True,0.0401,0.389,False
13.64,True,0.0517,0.458,False
13.68,True,0.055,0.447,False
13.71,True,0.0576,0.489,False
13.74,True,0.062,0.454,False
13.78,True,0.0576,0.523,False
13.81,True,0.0517,0.571,False
13.84,True,0.0501,0.65,False
13.88,True,0.0492,0.678,False
13.91,True,0.0525,0.647,False
13.94,True,0.0585,0.562,False
13.98,True,0.0509,0.596,False
14.01,True,0.0453,0.625,False
14.04,True,0.0446,0.612,False
14.08,True,0.0469,0.583,False
14.11,True,0.0485,0.683,False
14.14,True,0.0359,0.432,False
14.18,True,0.0533,0.448,False
14.21,True,0.0366,0.53,True
14.24,True,0.0332,0.708,False
14.28,True,0.0408,0.751,False
14.31,True,0.0332,0.7,False
14.34,True,0.0423,0.721,False
14.38,True,0.0352,0.814,False
14.41,True,0.0387,0.806,False
14.44,True,0.0352,0.798,False
14.48,True,0.0339,0.832,True
14.51,True,0.0345,0.825,False
14.54,True,0.0352,0.8,False
14.58,True,0.0313,0.82,True
14.61,True,0.0313,0.835,True
14.64,True,0.0313,0.802,True
14.68,True,0.0326,0.864,True
14.71,True,0.0326,0.826,True
14.74,True,0.0326,0.825,True
14.78,True,0.03,0.874,True
14.81,True,0.0288,0.851,True
14.84,True,0.0288,0.845,True
14.88,True,0.0276,0.867,True
14.91,True,0.03,0.849,True
14.94,True,0.0264,0.811,True
14.98,True,0.027,0.77,True
15.01,True,0.0258,0.76,True
15.04,True,0.027,0.624,True
15.08,True,0.0313,0.715,True
15.11,True,0.0339,0.714,True
15.14,True,0.0294,0.788,True
15.18,True,0.0319,0.756,False
15.21,True,0.03,0.816,False
15.24,True,0.0352,0.826,False
15.28,True,0.0345,0.889,False
15.31,True,0.0319,0.908,True
15.34,True,0.0401,0.866,True
15.38,True,0.0359,0.918,True
15.41,True,0.0416,0.921,True
15.44,True,0.0408,0.904,True
15.48,True,0.0453,0.91,True
15.51,True,0.0542,0.93,True
15.54,True,0.0559,0.901,True
15.58,True,0.062,0.904,True
15.61,True,0.0694,0.888,True
15.64,True,0.0865,0.862,True
15.68,True,0.102,0.888,True
15.71,True,0.12,0.867,True
15.74,True,0.1315,0.862,True
15.78,True,0.1519,0.813,False
15.81,True,0.1737,0.788,False
15.84,True,0.248,0.768,False
15.88,True,0.21,0.745,False
15.91,True,0.2814,0.743,False
15.94,True,0.3545,0.657,False
15.98,True,0.2795,0.507,False
16.01,True,0.3008,0.366,False
16.04,False,0.0,0.0,False
16.08,True,0.248,0.482,False
16.11,True,0.215,0.483,False
16.14,True,0.2217,0.389,False
16.18,False,0.0,0.0,False
16.21,False,0.0,0.0,False
16.24,False,0.0,0.0,False
16.28,False,0.0,0.0,False
16.31,False,0.0,0.0,False
16.34,False,0.0,0.0,False
16.38,False,0.0,0.0,False
16.41,False,0.0,0.0,False
16.44,False,0.0,0.0,False
16.48,False,0.0,0.0,False
16.51,False,0.0,0.0,False
16.54,False,0.0,0.0,False
16.58,False,0.0,0.0,False
16.61,False,0.0,0.0,False
16.64,False,0.0,0.0,False
16.68,False,0.0,0.0,False
16.71,False,0.0,0.0,False
16.74,False,0.0,0.0,False
16.78,False,0.0,0.0,False
16.81,False,0.0,0.0,False
16.84,False,0.0,0.0,False
16.88,False,0.0,0.0,False
16.91,False,0.0,0.0,False
16.94,False,0.0,0.0,False
16.98,False,0.0,0.0,False
17.01,False,0.0,0.0,False
17.04,False,0.0,0.0,False
17.08,False,0.0,0.0,False
17.11,False,0.0,0.0,False
17.14,False,0.0,0.0,False
17.18,False,0.0,0.0,False
17.21,False,0.0,0.0,False
17.24,False,0.0,0.0,False
17.28,False,0.0,0.0,False
17.31,False,0.0,0.0,False
17.34,False,0.0,0.0,False
17.38,False,0.0,0.0,False
17.41,False,0.0,0.0,False
17.44,False,0.0,0.0,False
17.48,False,0.0,0.0,False
17.51,False,0.0,0.0,False
17.54,False,0.0,0.0,False
17.58,False,0.0,0.0,False
17.61,False,0.0,0.0,False
17.64,False,0.0,0.0,False
17.68,False,0.0,0.0,False
17.71,False,0.0,0.0,False
17.74,False,0.0,0.0,False
17.78,False,0.0,0.0,False
17.81,False,0.0,0.0,False
17.84,False,0.0,0.0,False
17.88,False,0.0,0.0,False
17.91,False,0.0,0.0,False
17.94,False,0.0,0.0,False
17.98,False,0.0,0.0,False
18.01,False,0.0,0.0,False
18.04,False,0.0,0.0,False
18.08,False,0.0,0.0,False
18.11,False,0.0,0.0,False
18.14,False,0.0,0.0,False
18.18,False,0.0,0.0,False
18.21,False,0.0,0.0,False
18.24,False,0.0,0.0,False
18.28,False,0.0,0.0,False
18.31,False,0.0,0.0,False
18.34,False,0.0,0.0,False
18.38,False,0.0,0.0,False
18.41,False,0.0,0.0,False
18.44,False,0.0,0.0,False
18.48,False,0.0,0.0,False
18.51,False,0.0,0.0,False
18.54,False,0.0,0.0,False
18.58,False,0.0,0.0,False
18.61,False,0.0,0.0,False
18.64,False,0.0,0.0,False
18.68,False,0.0,0.0,False
18.71,False,0.0,0.0,False
18.74,False,0.0,0.0,False
18.78,False,0.0,0.0,False
18.81,False,0.0,0.0,False
18.84,False,0.0,0.0,False
18.88,False,0.0,0.0,False
18.91,False,0.0,0.0,False
18.94,False,0.0,0.0,False
18.98,False,0.0,0.0,False
19.01,False,0.0,0.0,False
19.04,False,0.0,0.0,False
19.08,False,0.0,0.0,False
19.11,False,0.0,0.0,False
19.14,False,0.0,0.0,False
19.18,False,0.0,0.0,False
19.21,False,0.0,0.0,False
19.24,False,0.0,0.0,False
19.28,False,0.0,0.0,False
19.31,False,0.0,0.0,False
19.34,False,0.0,0.0,False
19.38,False,0.0,0.0,False
19.41,False,0.0,0.0,False
19.44,False,0.0,0.0,False
19.48,False,0.0,0.0,False
19.51,False,0.0,0.0,False
19.54,False,0.0,0.0,False
19.58,False,0.0,0.0,False
19.61,False,0.0,0.0,False
19.64,False,0.0,0.0,False
19.68,False,0.0,0.0,False
19.71,False,0.0,0.0,False
19.74,False,0.0,0.0,False
19.78,False,0.0,0.0,False
19.81,False,0.0,0.0,False
19.84,False,0.0,0.0,False
19.88,False,0.0,0.0,False
19.91,True,0.1633,0.497,False
19.94,True,0.1844,0.595,False
19.98,True,0.2286,0.572,False
20.01,True,0.3068,0.514,False
20.04,True,0.4149,0.463,False
20.08,True,0.383,0.665,False
20.11,True,0.3169,0.671,False
20.15,True,0.2373,0.735,False
20.18,True,0.1938,0.826,False
20.22,True,0.1737,0.777,True
20.26,True,0.1449,0.874,True
20.31,True,0.1263,0.947,True
20.35,True,0.1078,0.931,True
20.39,True,0.0886,0.932,True
20.43,True,0.0802,0.939,True
20.47,True,0.0742,0.948,True
20.52,True,0.062,0.951,True
20.56,True,0.0602,0.941,True
20.6,True,0.0525,0.954,True
20.64,True,0.0446,0.946,True
20.68,True,0.0461,0.924,True
20.72,True,0.0408,0.939,True
20.76,True,0.0401,0.915,True
20.81,True,0.0416,0.908,True
20.85,True,0.0408,0.892,True
20.89,True,0.0352,0.869,True
20.93,True,0.0345,0.875,True
20.97,True,0.0359,0.868,True
21.02,True,0.0345,0.837,True
21.06,True,0.0319,0.861,True
21.1,True,0.0339,0.809,True
21.14,True,0.0313,0.721,True
21.18,True,0.0339,0.589,True
21.22,True,0.0359,0.559,True
21.26,True,0.0352,0.574,True
21.31,True,0.0339,0.502,True
21.35,True,0.0332,0.429,True
21.39,True,0.03,0.548,True
21.43,True,0.0345,0.479,True
21.47,True,0.0319,0.555,True
21.51,True,0.0264,0.55,True
21.55,True,0.0306,0.483,True
21.58,True,0.0288,0.398,True
21.62,True,0.0276,0.368,True
21.65,True,0.0282,0.404,True
21.68,True,0.03,0.406,True
21.72,True,0.0306,0.325,True
21.75,True,0.0276,0.359,True
21.78,True,0.0282,0.342,True
21.82,True,0.0294,0.347,True
21.85,True,0.0288,0.399,True
21.88,True,0.03,0.402,True
21.92,True,0.0306,0.422,True
21.95,True,0.0288,0.491,True
21.98,True,0.03,0.528,True
22.02,True,0.027,0.468,True
22.05,True,0.0276,0.521,True
22.08,True,0.0288,0.529,True
22.12,True,0.03,0.513,True
22.15,True,0.0306,0.491,True
22.18,True,0.0306,0.531,True
22.22,True,0.0288,0.509,True
22.25,True,0.0306,0.513,True
22.28,True,0.0306,0.593,True
22.32,True,0.0294,0.55,True
22.35,True,0.03,0.562,True
22.38,True,0.03,0.589,True
22.42,True,0.03,0.561,True
22.45,True,0.0294,0.598,True
22.48,True,0.0306,0.58,True
22.52,True,0.0306,0.55,True
22.55,True,0.03,0.571,True
22.58,True,0.0294,0.526,True
22.62,True,0.0313,0.55,True
22.65,True,0.03,0.537,True
22.68,True,0.0306,0.513,True
22.72,True,0.0326,0.58,True
22.75,True,0.0319,0.596,True
22.78,True,0.03,0.525,True
22.82,True,0.0288,0.517,True
22.85,True,0.0294,0.506,True
22.88,True,0.03,0.58,True
22.92,True,0.0306,0.594,True
22.95,True,0.0313,0.62,True
22.98,True,0.0313,0.614,True
23.02,True,0.0313,0.568,True
23.05,True,0.0306,0.56,True
23.08,True,0.0313,0.565,True
23.12,True,0.0306,0.604,True
23.15,True,0.0306,0.601,True
23.18,True,0.0313,0.586,True
23.22,True,0.0313,0.547,True
23.25,True,0.03,0.621,True
23.28,True,0.0294,0.548,True
23.32,True,0.0288,0.575,True
23.35,True,0.0258,0.584,True
23.38,True,0.0264,0.576,True
23.42,True,0.0276,0.527,True
23.45,True,0.0288,0.561,True
23.48,True,0.0288,0.572,True
23.52,True,0.0306,0.566,True
23.55,True,0.0326,0.59,True
23.58,True,0.0319,0.605,True
23.62,True,0.0294,0.548,True
23.65,True,0.03,0.501,True
23.68,True,0.0319,0.5,True
23.72,True,0.0339,0.5,True
23.75,True,0.0313,0.605,True
23.78,True,0.0288,0.44,True
23.82,True,0.0352,0.523,True
23.85,True,0.0359,0.58,True
23.88,True,0.0359,0.617,True
23.92,True,0.0339,0.726,True
23.95,True,0.0387,0.753,True
23.98,True,0.0387,0.755,True
24.02,True,0.0359,0.819,True
24.05,True,0.0373,0.787,True
24.08,True,0.0359,0.852,True
24.12,True,0.0394,0.883,True
24.15,True,0.0359,0.911,True
24.18,True,0.0352,0.92,True
24.22,True,0.0394,0.942,True
24.25,True,0.0408,0.936,True
24.28,True,0.0453,0.916,True
24.32,True,0.0416,0.924,True
24.35,True,0.0416,0.946,True
24.38,True,0.0477,0.946,True
24.42,True,0.0501,0.948,True
24.45,True,0.0629,0.936,True
24.48,True,0.0694,0.914,True
24.52,True,0.0723,0.892,True
24.55,True,0.0865,0.878,True
24.58,True,0.0941,0.839,True
24.62,True,0.1175,0.727,False
24.65,True,0.159,0.653,False
24.68,True,0.1722,0.568,False
24.72,True,0.1752,0.6,False
24.75,True,0.1922,0.564,False
24.78,True,0.2321,0.467,False
24.82,True,0.2235,0.566,False
24.85,True,0.248,0.504,False
24.88,True,0.1692,0.403,False
24.92,True,0.1505,0.396,False
24.95,True,0.1449,0.374,False
24.98,False,0.0,0.0,False
25.02,False,0.0,0.0,False
25.05,False,0.0,0.0,False
25.08,False,0.0,0.0,False
25.12,False,0.0,0.0,False
25.15,False,0.0,0.0,False
25.18,False,0.0,0.0,False
25.22,False,0.0,0.0,False
25.25,False,0.0,0.0,False
25.28,False,0.0,0.0,False
25.32,False,0.0,0.0,False
25.35,False,0.0,0.0,False
25.38,False,0.0,0.0,False
25.42,False,0.0,0.0,False
25.45,False,0.0,0.0,False
25.48,False,0.0,0.0,False
25.52,False,0.0,0.0,False
25.55,False,0.0,0.0,False
25.58,False,0.0,0.0,False
25.62,False,0.0,0.0,False
25.65,False,0.0,0.0,False
25.68,False,0.0,0.0,False
25.72,False,0.0,0.0,False
25.75,False,0.0,0.0,False
25.78,False,0.0,0.0,False
25.82,False,0.0,0.0,False
25.85,False,0.0,0.0,False
25.88,False,0.0,0.0,False
25.92,False,0.0,0.0,False
25.95,False,0.0,0.0,False
25.98,False,0.0,0.0,False
26.02,False,0.0,0.0,False
26.05,False,0.0,0.0,False
26.08,False,0.0,0.0,False
26.12,False,0.0,0.0,False
26.15,False,0.0,0.0,False
26.18,False,0.0,0.0,False
26.22,False,0.0,0.0,False
26.25,False,0.0,0.0,False
26.28,False,0.0,0.0,False
26.32,False,0.0,0.0,False
26.35,False,0.0,0.0,False
26.38,False,0.0,0.0,False
26.42,False,0.0,0.0,False
26.45,False,0.0,0.0,False
26.48,False,0.0,0.0,False
26.52,False,0.0,0.0,False
26.55,False,0.0,0.0,False
26.58,False,0.0,0.0,False
26.62,False,0.0,0.0,False
26.65,False,0.0,0.0,False
26.68,False,0.0,0.0,False
26.72,False,0.0,0.0,False
26.75,False,0.0,0.0,False
26.78,False,0.0,0.0,False
26.82,False,0.0,0.0,False
26.85,False,0.0,0.0,False
26.88,False,0.0,0.0,False
26.92,False,0.0,0.0,False
26.95,False,0.0,0.0,False
26.98,False,0.0,0.0,False
27.02,False,0.0,0.0,False
27.05,False,0.0,0.0,False
27.08,False,0.0,0.0,False
27.12,False,0.0,0.0,False
27.15,False,0.0,0.0,False
27.18,False,0.0,0.0,False
27.22,False,0.0,0.0,False
27.25,False,0.0,0.0,False
27.28,False,0.0,0.0,False
27.32,False,0.0,0.0,False
27.35,False,0.0,0.0,False
27.38,False,0.0,0.0,False
27.42,False,0.0,0.0,False
27.45,False,0.0,0.0,False
27.48,False,0.0,0.0,False
27.52,False,0.0,0.0,False
27.55,False,0.0,0.0,False
27.58,False,0.0,0.0,False
27.62,False,0.0,0.0,False
27.65,False,0.0,0.0,False
27.68,False,0.0,0.0,False
27.72,False,0.0,0.0,False
27.75,False,0.0,0.0,False
27.78,False,0.0,0.0,False
27.82,False,0.0,0.0,False
27.85,False,0.0,0.0,False
27.88,False,0.0,0.0,False
27.92,False,0.0,0.0,False
27.95,False,0.0,0.0,False
27.98,False,0.0,0.0,False
28.02,False,0.0,0.0,False
28.05,False,0.0,0.0,False
28.08,True,0.215,0.421,False
28.12,True,0.1798,0.561,False
28.15,True,0.2035,0.414,False
28.18,True,0.3271,0.378,False
28.22,True,0.3354,0.418,False
28.25,True,0.4242,0.534,False
28.28,True,0.3942,0.692,False
28.32,True,0.2738,0.697,False
28.35,True,0.2133,0.798,False
28.38,True,0.2084,0.84,False
28.42,True,0.197,0.784,False
